instance_id,box_id,length,width,height
2885,0,35.2,26.7,6.2
2885,1,33.1,20.3,14.0
2886,0,36.1,23.8,12.6
2886,1,36.0,29.2,2.3
2887,0,34.4,23.2,12.2
2887,1,34.4,23.2,12.2
2887,2,50.0,39.0,4.0
2888,0,17.5,11.0,1.7
2888,1,28.0,21.8,10.6
2889,0,28.0,21.9,10.5
2889,1,29.2,24.6,2.0
2890,0,32.5,20.9,14.0
2890,1,37.5,29.6,2.3
2890,2,37.5,29.6,2.3
2891,0,33.6,21.4,11.6
2891,1,33.6,21.4,11.6
2891,2,17.0,12.8,2.0
2891,3,17.0,12.8,2.0
2891,4,17.0,12.8,2.0
2892,0,38.0,29.0,1.1
2892,1,33.1,20.8,11.4
2892,2,38.0,29.0,1.1
2893,0,33.3,20.5,11.1
2893,1,30.5,28.5,7.8
2894,0,33.6,21.0,12.2
2894,1,26.5,25.3,2.0
2895,0,34.2,23.4,12.0
2895,1,50.0,39.0,4.0
2895,2,34.2,23.4,12.0
2896,0,31.2,22.2,12.4
2896,1,23.7,12.5,4.0
2897,0,33.5,21.1,11.6
2897,1,38.0,29.4,2.5
2897,2,33.5,21.1,11.6
2897,3,33.5,21.1,11.6
2898,0,43.9,32.7,5.0
2898,1,31.6,12.4,9.8
2899,0,49.0,40.0,5.9
2899,1,34.2,23.4,12.0
2899,2,34.2,23.4,12.0
2900,0,34.4,23.2,12.2
2900,1,33.6,20.6,11.4
2900,2,29.0,26.0,10.0
2900,3,30.5,28.5,7.8
2901,0,41.5,15.0,2.0
2901,1,33.5,21.1,11.6
2901,2,33.5,21.1,11.6
2901,3,33.5,21.1,11.6
2901,4,33.5,21.1,11.6
2901,5,33.5,21.1,11.6
2902,0,34.0,23.8,12.4
2902,1,27.6,12.4,9.6
2902,2,27.5,19.6,8.6
2903,0,30.2,22.1,12.0
2903,1,30.2,22.1,12.0
2903,2,22.5,13.5,3.5
2903,3,30.2,22.1,12.0
2904,0,34.2,23.4,12.0
2904,1,38.0,28.0,3.6
2905,0,34.9,23.0,12.1
2905,1,49.0,40.0,5.9
2906,0,34.8,24.4,12.6
2906,1,38.0,29.0,1.5
2907,0,21.8,16.2,9.0
2907,1,10.6,6.1,6.4
2908,0,26.5,21.0,10.0
2908,1,26.5,21.0,10.0
2908,2,34.2,22.0,3.2
2909,0,33.0,21.0,11.5
2909,1,27.0,26.0,5.0
2910,0,28.0,21.9,10.5
2910,1,20.4,18.1,4.0
2911,0,33.5,21.0,11.0
2911,1,49.0,40.0,5.9
2912,0,24.6,19.0,9.6
2912,1,35.0,27.0,2.0
2912,2,38.0,29.0,1.2
2913,0,31.6,20.8,11.6
2913,1,28.0,25.0,1.2
2914,0,27.1,12.9,2.0
2914,1,34.2,24.2,12.6
2915,0,33.6,20.6,11.4
2915,1,28.6,28.0,4.0
2916,0,35.7,23.3,15.8
2916,1,22.5,10.0,7.0
2916,2,38.4,24.4,13.5
2917,0,35.2,31.5,2.0
2917,1,20.2,23.2,0.78
2917,2,33.51,21.1,11.57
2917,3,39.0,17.5,4.7
2918,0,29.2,22.3,12.0
2918,1,38.0,29.0,1.0
2919,0,41.5,15.0,2.0
2919,1,33.5,21.1,11.6
2919,2,33.5,21.1,11.6
2919,3,33.5,21.1,11.6
2919,4,33.5,21.1,11.6
2919,5,33.5,21.1,11.6
2920,0,26.0,26.0,1.2
2920,1,13.0,9.5,4.0
2920,2,39.0,30.0,1.4
2921,0,24.9,19.4,12.0
2921,1,25.1,20.0,12.0
2921,2,40.0,29.0,4.0
2921,3,40.0,29.0,4.0
2921,4,31.0,27.0,1.4
2922,0,26.0,13.0,0.5
2922,1,35.0,29.0,2.0
2923,0,26.4,14.8,6.8
2923,1,33.4,20.4,11.8
2924,0,27.0,22.5,2.0
2924,1,33.8,23.6,12.4
2924,2,38.5,30.0,1.2
2925,0,37.8,13.2,4.4
2925,1,37.8,13.2,4.4
2925,2,37.8,13.2,4.4
2925,3,37.8,13.2,4.4
2925,4,37.8,13.2,4.4
2925,5,37.8,13.2,4.4
2925,6,37.8,13.2,4.4
2925,7,37.8,13.2,4.4
2925,8,37.8,13.2,4.4
2925,9,30.0,21.4,11.6
2925,10,30.0,21.4,11.6
2925,11,30.0,21.4,11.6
2926,0,36.2,17.4,14.2
2926,1,36.6,23.2,4.6
2926,2,36.6,23.2,4.6
2926,3,36.6,23.2,4.6
2926,4,36.6,23.2,4.6
2927,0,32.1,21.6,15.9
2927,1,50.8,44.7,6.7
2928,0,34.2,21.8,12.5
2928,1,37.0,29.0,2.0
2929,0,34.1,24.1,12.0
2929,1,30.0,28.0,5.0
2930,0,33.4,20.2,11.4
2930,1,39.0,21.0,1.8
2931,0,5.2,10.3,3.2
2931,1,23.0,21.0,1.0
2932,0,33.6,20.6,11.4
2932,1,34.4,23.2,12.2
2932,2,50.0,39.0,4.0
2933,0,33.4,21.4,12.0
2933,1,29.0,19.5,5.8
2934,0,28.0,21.9,10.5
2934,1,34.2,22.0,3.2
2934,2,34.2,22.0,3.2
2935,0,34.4,23.2,12.2
2935,1,33.6,20.6,11.4
2935,2,50.0,39.0,4.0
2936,0,32.2,23.6,12.0
2936,1,36.6,23.2,4.6
2936,2,36.6,23.2,4.6
2937,0,30.0,19.2,10.5
2937,1,29.0,21.0,10.0
2938,0,33.0,20.7,11.3
2938,1,33.0,20.7,11.3
2938,2,33.0,20.7,11.3
2938,3,33.0,20.7,11.3
2938,4,33.0,20.7,11.3
2938,5,41.5,15.0,2.0
2939,0,34.4,21.8,12.2
2939,1,35.2,26.7,6.2
2940,0,40.0,31.0,1.0
2940,1,33.6,21.4,11.6
2941,0,39.2,28.0,1.7
2941,1,32.2,16.4,13.3
2942,0,32.4,17.7,11.8
2942,1,32.4,17.7,11.8
2942,2,32.4,17.7,11.8
2942,3,9.3,6.2,3.1
2943,0,50.0,39.0,4.0
2943,1,34.0,21.0,12.0
2944,0,29.2,15.0,1.2
2944,1,30.0,20.6,10.4
2945,0,31.0,21.6,11.4
2945,1,31.0,21.6,11.4
2945,2,31.0,21.6,11.4
2945,3,31.0,21.6,11.4
2945,4,34.2,22.0,3.2
2946,0,50.0,39.0,4.0
2946,1,34.4,23.2,12.2
2946,2,34.4,23.2,12.2
2947,0,33.2,12.8,11.8
2947,1,51.0,28.0,4.4
2948,0,34.4,23.2,12.2
2948,1,26.0,13.0,0.5
2948,2,26.0,13.0,0.5
2949,0,33.6,20.6,11.4
2949,1,26.9,21.0,11.1
2949,2,28.6,25.0,8.0
2950,0,33.4,20.8,11.6
2950,1,27.5,24.0,1.3
2951,0,33.5,20.6,14.2
2951,1,35.5,27.5,2.8
2951,2,35.5,28.5,2.8
2952,0,36.6,23.2,4.6
2952,1,36.6,23.2,4.6
2952,2,35.2,21.8,13.5
2952,3,35.2,21.8,13.5
2953,0,30.4,21.2,10.4
2953,1,35.0,26.0,2.2
2954,0,34.4,23.2,12.2
2954,1,41.5,15.0,2.0
2954,2,41.5,15.0,2.0
2955,0,32.2,28.8,4.0
2955,1,32.4,22.8,12.0
2956,0,24.2,18.2,9.8
2956,1,23.6,16.4,9.2
2956,2,39.0,30.0,1.5
2957,0,33.2,12.8,11.8
2957,1,36.0,34.0,3.0
2958,0,32.5,20.9,14.0
2958,1,32.5,20.9,14.0
2958,2,45.1,36.1,9.9
2959,0,29.7,21.8,12.0
2959,1,29.0,19.5,5.8
2960,0,32.5,20.9,14.0
2960,1,35.5,28.5,2.8
2961,0,33.6,20.6,11.4
2961,1,34.4,23.2,12.2
2961,2,50.0,39.0,4.0
2962,0,34.6,24.8,12.6
2962,1,27.5,24.0,1.8
2963,0,17.5,11.0,1.7
2963,1,30.5,21.0,11.5
2964,0,27.5,22.7,11.7
2964,1,27.7,22.7,12.0
2964,2,29.5,15.1,7.5
2964,3,34.6,25.4,2.0
2965,0,23.8,16.4,9.2
2965,1,21.8,16.2,9.0
2965,2,27.0,23.0,6.3
2966,0,33.2,21.0,11.4
2966,1,50.0,39.0,4.0
2967,0,33.6,21.2,11.4
2967,1,33.6,21.2,11.4
2967,2,35.5,28.5,2.8
2968,0,26.0,13.0,0.5
2968,1,18.0,11.0,2.0
2968,2,9.6,7.2,4.41
2969,0,34.41,23.44,12.07
2969,1,29.1,25.1,2.0
2970,0,37.0,28.5,3.1
2970,1,29.1,19.5,12.0
2971,0,33.2,20.8,11.5
2971,1,38.0,27.0,4.4
2971,2,38.0,27.0,4.4
2972,0,41.0,32.0,2.0
2972,1,33.6,20.6,11.4
2973,0,33.4,20.2,11.4
2973,1,33.4,20.2,11.4
2973,2,33.4,20.2,11.4
2973,3,41.5,15.0,2.0
2973,4,41.5,15.0,2.0
2974,0,33.6,20.6,11.4
2974,1,33.6,20.6,11.4
2974,2,33.6,20.6,11.4
2974,3,36.0,29.0,0.84
2975,0,32.0,27.0,1.9
2975,1,33.4,21.0,11.4
2976,0,24.6,19.3,12.0
2976,1,38.2,30.0,1.25
2977,0,30.0,19.0,10.5
2977,1,30.0,22.0,7.0
2978,0,28.8,22.8,11.5
2978,1,24.7,11.8,4.0
2979,0,36.0,24.0,12.5
2979,1,13.0,10.4,3.8
2980,0,33.2,21.0,11.4
2980,1,30.7,20.9,6.1
2981,0,29.5,18.8,12.0
2981,1,28.0,22.0,0.55
2981,2,28.0,20.0,1.3
2982,0,21.5,12.0,3.5
2982,1,30.6,21.0,11.2
2982,2,30.6,21.0,11.2
2982,3,30.6,21.0,11.2
2983,0,33.4,21.0,11.4
2983,1,39.0,30.0,0.9
2983,2,39.0,30.0,0.9
2983,3,39.0,30.0,0.9
2983,4,39.0,30.0,0.9
2983,5,39.0,30.0,0.9
2984,0,32.0,23.4,12.2
2984,1,32.0,23.0,12.0
2984,2,32.0,22.8,12.0
2984,3,37.8,13.2,4.4
2984,4,37.8,13.2,4.4
2985,0,33.5,21.1,11.6
2985,1,40.0,30.0,0.9
2986,0,29.6,20.6,10.4
2986,1,26.0,13.0,0.5
2987,0,49.0,39.0,1.2
2987,1,9.3,5.5,2.4
2988,0,23.6,16.6,9.2
2988,1,33.5,21.0,1.9
2988,2,30.0,18.0,5.0
2988,3,26.2,12.8,9.2
2989,0,31.8,23.0,12.0
2989,1,40.0,33.0,1.3
2990,0,28.5,22.0,2.0
2990,1,30.2,22.0,12.0
2991,0,34.2,23.4,12.0
2991,1,34.2,23.4,12.0
2991,2,49.0,40.0,5.9
2992,0,33.6,20.6,11.4
2992,1,38.0,29.0,1.0
2993,0,33.5,21.1,11.6
2993,1,33.5,21.1,11.6
2993,2,32.4,17.7,11.8
2993,3,32.4,17.7,11.8
2993,4,32.4,17.7,11.8
2993,5,41.5,15.0,2.0
2994,0,28.0,22.0,10.6
2994,1,13.7,8.7,4.0
2994,2,30.4,21.2,11.4
2995,0,49.0,12.0,12.0
2995,1,27.4,21.8,10.4
2996,0,32.7,21.4,12.0
2996,1,18.4,6.2,9.0
2997,0,33.9,23.8,12.0
2997,1,29.8,22.0,10.0
2997,2,29.8,22.0,10.0
2998,0,34.8,21.2,12.0
2998,1,34.8,21.2,12.0
2998,2,34.8,21.2,12.0
2998,3,18.0,11.2,1.79
2998,4,34.8,21.2,12.0
2999,0,33.2,12.8,11.8
2999,1,33.2,12.8,11.8
2999,2,28.0,23.0,1.5
2999,3,33.0,26.0,2.0
2999,4,33.0,26.0,2.0
2999,5,47.8,46.9,6.1
2999,6,47.8,46.9,6.1
3000,0,32.9,20.5,14.4
3000,1,36.0,29.2,2.3
3001,0,33.4,20.8,11.4
3001,1,33.4,20.8,11.4
3001,2,13.0,10.4,3.8
3002,0,33.2,21.0,11.4
3002,1,33.2,21.0,11.4
3002,2,33.2,21.0,11.4
3002,3,37.0,29.0,0.75
3003,0,36.3,23.6,12.4
3003,1,39.0,29.5,1.0
3004,0,30.5,21.8,11.5
3004,1,35.8,24.2,12.4
3004,2,34.0,25.2,1.5
3005,0,29.8,21.2,10.4
3005,1,54.9,41.5,7.1
3006,0,21.0,14.3,8.0
3006,1,22.0,15.7,10.8
3006,2,33.0,24.0,1.3
3006,3,20.8,14.6,2.0
3006,4,20.8,14.6,2.0
3007,0,27.0,20.8,10.0
3007,1,32.0,20.0,2.0
3008,0,33.6,20.6,11.4
3008,1,22.0,19.0,11.0
3008,2,24.6,19.0,9.6
3008,3,33.5,20.5,11.5
3009,0,33.2,21.2,11.4
3009,1,33.2,21.2,11.4
3009,2,50.0,39.0,4.0
3010,0,34.2,23.4,12.0
3010,1,37.0,28.5,3.6
3010,2,34.2,23.4,12.0
3011,0,28.4,21.8,10.4
3011,1,19.2,9.6,5.4
3012,0,27.6,21.8,10.4
3012,1,28.5,25.3,2.0
3013,0,29.1,26.2,4.0
3013,1,33.6,20.6,11.4
3013,2,9.6,7.7,4.7
3014,0,34.4,23.2,12.2
3014,1,33.6,20.6,11.4
3014,2,50.0,39.0,4.0
3015,0,41.5,15.0,2.0
3015,1,41.5,15.0,2.0
3015,2,33.0,21.6,16.2
3016,0,50.8,44.7,6.7
3016,1,32.1,21.6,15.9
3017,0,34.2,21.8,12.2
3017,1,34.2,21.8,12.2
3017,2,35.5,27.5,2.8
3018,0,37.5,28.5,1.6
3018,1,33.51,21.1,11.57
3019,0,33.0,23.1,14.9
3019,1,33.0,23.1,14.9
3019,2,45.1,36.1,9.9
3020,0,34.9,23.0,12.1
3020,1,58.2,42.0,0.9
3021,0,21.8,15.2,9.0
3021,1,25.4,19.4,9.4
3021,2,20.9,15.3,12.0
3021,3,25.0,22.0,0.5
3021,4,32.0,23.0,2.0
3021,5,24.5,21.5,1.0
3022,0,33.0,23.1,14.9
3022,1,33.0,23.1,14.9
3022,2,41.5,15.0,2.0
3022,3,41.5,15.0,2.0
3023,0,34.4,23.6,12.4
3023,1,30.5,28.5,7.8
3023,2,30.5,28.5,7.8
3024,0,29.5,22.2,12.0
3024,1,50.0,39.0,4.0
3025,0,38.5,30.0,2.6
3025,1,38.5,30.0,2.6
3025,2,32.8,20.7,14.4
3026,0,30.0,21.0,0.5
3026,1,28.0,24.0,5.2
3027,0,26.5,21.1,12.0
3027,1,35.0,27.0,2.3
3027,2,30.0,20.0,1.3
3028,0,27.0,20.8,10.0
3028,1,39.0,30.0,1.0
3029,0,33.4,21.0,11.4
3029,1,50.0,39.0,4.0
3030,0,32.0,25.5,1.4
3030,1,37.8,13.2,4.4
3030,2,37.8,13.2,4.4
3030,3,37.8,13.2,4.4
3030,4,37.8,13.2,4.4
3030,5,37.8,13.2,4.4
3030,6,37.8,13.2,4.4
3030,7,37.8,13.2,4.4
3031,0,34.0,21.0,11.6
3031,1,25.0,16.0,0.58
3032,0,27.5,22.0,5.5
3032,1,32.5,18.2,12.1
3032,2,32.5,18.2,12.1
3032,3,32.5,18.2,12.1
3033,0,31.0,27.0,1.5
3033,1,33.3,20.8,11.4
3034,0,25.0,16.0,2.5
3034,1,33.5,20.8,11.7
3034,2,33.5,20.8,11.7
3034,3,33.5,20.8,11.7
3034,4,33.5,20.8,11.7
3035,0,33.8,23.8,12.0
3035,1,19.4,11.6,6.6
3036,0,29.7,22.9,12.0
3036,1,29.7,22.9,12.0
3036,2,37.8,13.2,4.4
3036,3,37.8,13.2,4.4
3036,4,37.8,13.2,4.4
3037,0,31.8,23.0,12.0
3037,1,32.4,28.3,4.0
3038,0,34.6,22.9,11.6
3038,1,20.4,13.4,6.2
3039,0,23.8,16.6,9.2
3039,1,14.7,8.7,3.2
3039,2,7.7,6.5,3.3
3040,0,30.0,21.4,11.6
3040,1,30.0,21.4,11.6
3040,2,30.0,21.4,11.6
3040,3,37.8,13.2,4.4
3040,4,37.8,13.2,4.4
3040,5,37.8,13.2,4.4
3040,6,37.8,13.2,4.4
3040,7,37.8,13.2,4.4
3040,8,37.8,13.2,4.4
3040,9,37.8,13.2,4.4
3040,10,37.8,13.2,4.4
3040,11,37.8,13.2,4.4
3041,0,33.2,20.8,11.4
3041,1,33.2,20.8,11.4
3041,2,38.7,28.3,4.0
3041,3,33.2,20.8,11.4
3042,0,31.0,21.6,11.4
3042,1,41.5,15.0,2.0
3042,2,26.0,11.0,6.0
3043,0,33.6,20.6,11.4
3043,1,33.6,20.6,11.4
3043,2,37.0,30.0,1.3
3044,0,50.0,39.0,4.0
3044,1,34.4,23.2,12.2
3045,0,39.5,30.0,1.0
3045,1,33.5,20.8,11.7
3046,0,29.8,19.2,10.8
3046,1,56.2,44.5,6.0
3046,2,33.2,21.0,11.4
3047,0,34.4,23.2,12.2
3047,1,50.0,39.0,4.0
3047,2,33.6,20.6,11.4
3048,0,28.1,22.5,12.0
3048,1,29.5,21.0,1.2
3048,2,28.0,21.9,10.5
3049,0,22.0,15.0,9.0
3049,1,26.0,13.0,0.5
3050,0,19.6,13.4,8.0
3050,1,19.6,13.4,8.0
3050,2,21.4,15.4,8.8
3050,3,18.2,12.2,7.4
3050,4,20.8,14.6,2.0
3050,5,32.0,26.0,1.1
3050,6,17.6,12.4,7.6
3051,0,34.4,23.2,12.2
3051,1,50.0,39.0,4.0
3052,0,33.0,21.0,11.5
3052,1,38.0,28.0,3.6
3053,0,26.5,21.0,10.0
3053,1,30.0,21.0,1.5
3054,0,36.3,23.6,12.4
3054,1,52.0,24.0,2.0
3055,0,34.0,23.0,11.0
3055,1,26.0,13.0,0.5
3056,0,32.8,20.6,14.9
3056,1,38.0,31.0,1.4
3056,2,38.0,31.0,1.4
3057,0,34.0,21.0,12.0
3057,1,33.8,29.7,4.0
3057,2,33.0,13.8,12.6
3058,0,30.4,18.2,11.4
3058,1,31.6,22.4,11.8
3058,2,34.5,25.0,1.6
3058,3,41.0,31.0,3.9
3059,0,34.0,21.0,11.2
3059,1,41.5,15.0,2.0
3060,0,58.2,39.0,7.5
3060,1,34.2,23.8,12.4
3061,0,35.4,24.2,13.0
3061,1,30.0,10.0,30.0
3061,2,35.4,24.2,13.0
3062,0,34.0,21.0,11.6
3062,1,37.0,29.0,4.0
3063,0,33.6,20.6,11.4
3063,1,35.2,26.7,6.2
3064,0,34.4,23.2,12.2
3064,1,50.0,39.0,4.0
3065,0,31.2,22.2,12.4
3065,1,49.0,40.0,5.9
3066,0,35.2,21.8,13.5
3066,1,36.6,23.2,4.6
3066,2,36.6,23.2,4.6
3066,3,36.6,23.2,4.6
3066,4,36.6,23.2,4.6
3067,0,34.6,22.7,14.7
3067,1,33.4,20.8,11.4
3067,2,29.0,19.5,5.8
3068,0,34.2,21.8,12.2
3068,1,37.5,29.6,2.3
3068,2,37.5,29.6,2.3
3069,0,37.8,13.2,4.4
3069,1,37.8,13.2,4.4
3069,2,37.8,13.2,4.4
3069,3,37.8,13.2,4.4
3069,4,37.8,13.2,4.4
3069,5,37.8,13.2,4.4
3069,6,37.8,13.2,4.4
3069,7,37.8,13.2,4.4
3069,8,37.8,13.2,4.4
3069,9,30.0,21.4,11.6
3069,10,30.0,21.4,11.6
3069,11,30.0,21.4,11.6
3070,0,27.0,24.0,1.0
3070,1,29.0,25.0,1.0
3070,2,25.0,12.0,1.0
3071,0,28.0,21.9,10.5
3071,1,41.5,15.0,2.0
3072,0,30.0,22.6,11.1
3072,1,50.0,39.0,4.0
3073,0,30.0,21.0,0.5
3073,1,30.0,21.0,0.5
3073,2,30.0,21.0,0.5
3073,3,36.1,23.8,12.6
3073,4,27.0,26.0,5.0
3074,0,33.0,23.1,14.9
3074,1,50.0,39.0,4.0
3074,2,41.5,15.0,2.0
3075,0,33.2,21.5,12.0
3075,1,30.2,26.2,7.2
3075,2,29.0,13.8,3.8
3076,0,26.0,22.0,0.8
3076,1,9.9,6.1,3.1
3077,0,33.0,21.6,16.2
3077,1,28.5,24.0,0.9
3077,2,29.0,24.2,1.6
3078,0,36.2,23.2,12.6
3078,1,28.0,22.5,1.4
3079,0,26.0,13.0,0.5
3079,1,35.0,26.0,4.0
3080,0,33.4,20.8,11.3
3080,1,34.0,29.0,2.6
3080,2,38.0,30.0,1.0
3081,0,29.8,18.8,10.4
3081,1,37.0,29.0,1.0
3081,2,39.0,30.0,1.1
3082,0,33.3,20.5,11.1
3082,1,37.0,21.0,3.0
3083,0,26.3,21.1,11.3
3083,1,30.5,28.5,7.8
3083,2,30.5,28.5,7.8
3083,3,34.4,23.2,12.2
3084,0,31.8,23.0,12.0
3084,1,9.0,4.3,4.2
3085,0,33.4,20.8,11.3
3085,1,29.0,19.5,5.8
3086,0,38.0,30.0,1.0
3086,1,30.4,19.4,10.6
3087,0,27.0,20.8,10.0
3087,1,40.0,29.0,7.0
3088,0,33.2,12.8,11.8
3088,1,34.4,23.6,12.4
3088,2,34.0,33.5,4.0
3088,3,29.0,24.5,13.0
3088,4,31.0,21.6,11.4
3089,0,32.9,12.0,13.6
3089,1,33.8,13.8,12.8
3089,2,28.0,25.1,2.0
3090,0,33.2,20.8,11.5
3090,1,37.5,29.6,2.3
3090,2,33.4,21.0,11.4
3091,0,22.1,16.6,12.0
3091,1,26.0,22.0,0.8
3091,2,23.5,18.3,12.0
3091,3,10.8,5.9,3.7
3091,4,20.8,14.6,2.0
3091,5,23.2,17.8,12.0
3092,0,34.4,23.2,12.2
3092,1,50.0,39.0,4.0
3093,0,34.4,20.4,12.6
3093,1,34.4,20.4,12.6
3093,2,34.4,20.4,12.6
3093,3,41.5,15.0,2.0
3094,0,26.8,15.6,6.6
3094,1,27.5,22.6,12.0
3095,0,33.4,20.8,11.2
3095,1,33.4,20.8,11.2
3095,2,49.0,40.0,5.9
3096,0,33.1,20.8,9.4
3096,1,33.1,20.8,9.4
3096,2,33.1,20.8,9.4
3096,3,27.0,23.0,5.0
3097,0,33.5,21.1,11.6
3097,1,33.5,21.1,11.6
3097,2,33.5,21.1,11.6
3097,3,33.5,21.1,11.6
3097,4,33.5,21.1,11.6
3097,5,41.5,15.0,2.0
3098,0,17.5,9.5,5.2
3098,1,29.8,18.4,10.4
3099,0,38.8,28.5,14.2
3099,1,36.6,23.2,4.6
3099,2,36.6,23.2,4.6
3100,0,28.9,25.2,8.0
3100,1,20.8,14.6,8.2
3101,0,33.8,23.8,12.0
3101,1,33.6,23.8,12.0
3101,2,35.5,31.2,2.0
3102,0,34.0,21.0,11.2
3102,1,41.5,15.0,2.0
3103,0,36.0,23.4,12.2
3103,1,36.0,23.4,12.2
3103,2,36.0,23.4,12.2
3103,3,41.5,15.0,2.0
3104,0,34.5,21.0,12.0
3104,1,50.0,39.0,4.0
3105,0,33.5,21.0,11.4
3105,1,18.0,11.2,1.79
3106,0,34.7,23.4,12.1
3106,1,32.6,32.6,5.0
3107,0,49.0,40.0,5.9
3107,1,34.2,23.4,12.0
3107,2,34.2,23.4,12.0
3108,0,34.7,23.4,12.1
3108,1,41.5,15.0,2.0
3109,0,30.5,22.2,12.0
3109,1,10.3,6.9,4.0
3110,0,32.9,21.8,12.0
3110,1,32.9,21.8,12.0
3110,2,32.9,21.8,12.0
3110,3,34.7,23.4,12.1
3110,4,41.5,15.0,2.0
3111,0,25.9,21.2,12.0
3111,1,34.0,26.0,2.5
3112,0,34.4,23.6,12.4
3112,1,27.0,23.0,6.3
3113,0,33.3,20.8,11.4
3113,1,37.0,29.0,1.0
3113,2,1.1,10.8,4.2
3113,3,54.2,44.2,8.9
3114,0,33.6,15.8,11.6
3114,1,30.0,23.5,5.0
3115,0,34.2,23.4,12.0
3115,1,49.0,40.0,5.9
3115,2,34.2,23.4,12.0
3116,0,26.8,16.9,12.0
3116,1,55.1,36.6,13.1
3116,2,55.1,36.6,13.1
3116,3,55.1,36.6,13.1
3116,4,38.6,24.0,13.8
3117,0,33.6,21.4,11.6
3117,1,50.0,39.0,1.0
3118,0,34.8,23.8,12.6
3118,1,31.0,25.0,1.0
3118,2,34.8,23.8,12.6
3119,0,34.4,23.6,12.4
3119,1,49.0,41.5,6.0
3120,0,23.8,16.0,9.2
3120,1,9.7,6.0,5.0
3121,0,50.0,39.0,4.0
3121,1,33.4,21.0,11.4
3122,0,26.0,13.0,0.5
3122,1,24.7,16.2,4.0
3123,0,33.4,21.0,11.4
3123,1,40.0,33.0,1.3
3124,0,33.0,20.7,11.3
3124,1,33.0,20.7,11.3
3124,2,33.0,20.7,11.3
3124,3,33.0,20.7,11.3
3124,4,33.0,20.7,11.3
3124,5,41.5,15.0,2.0
3125,0,33.0,21.0,5.0
3125,1,34.2,24.2,12.6
3126,0,34.9,23.0,12.1
3126,1,34.9,23.0,12.1
3126,2,34.9,23.0,12.1
3126,3,35.5,27.5,2.8
3126,4,34.9,23.0,12.1
3127,0,25.2,18.6,9.4
3127,1,10.7,7.0,4.4
3127,2,10.7,7.0,3.6
3128,0,33.2,12.8,11.8
3128,1,40.0,30.0,0.9
3129,0,26.0,13.0,0.5
3129,1,22.0,15.0,9.0
3130,0,29.8,19.2,10.8
3130,1,50.0,39.0,4.0
3131,0,33.3,21.5,12.0
3131,1,51.0,28.0,4.4
3132,0,34.2,23.4,12.0
3132,1,34.2,23.4,12.0
3132,2,49.0,40.0,5.9
3133,0,34.8,23.8,12.6
3133,1,40.0,28.8,1.22
3134,0,30.0,21.4,11.6
3134,1,55.6,38.4,12.6
3135,0,34.2,24.2,12.0
3135,1,34.2,24.2,12.0
3135,2,34.2,24.2,12.0
3135,3,38.0,29.4,2.5
3136,0,23.4,17.4,11.8
3136,1,21.8,16.2,9.0
3136,2,30.0,18.0,5.0
3137,0,35.0,27.0,1.7
3137,1,36.0,24.0,1.5
3137,2,35.4,24.2,1.0
3138,0,29.7,20.9,10.4
3138,1,29.7,20.9,10.4
3138,2,29.7,20.9,10.4
3138,3,29.0,19.6,5.0
3138,4,29.7,20.9,10.4
3139,0,25.5,21.4,14.9
3139,1,23.0,13.0,4.7
3140,0,41.5,15.0,2.0
3140,1,41.5,15.0,2.0
3140,2,33.3,20.8,11.4
3141,0,33.5,20.6,14.2
3141,1,45.1,36.1,9.9
3141,2,45.1,36.1,9.9
3142,0,27.5,24.0,1.3
3142,1,37.2,25.2,12.6
3143,0,9.3,6.2,3.1
3143,1,32.4,17.7,11.8
3143,2,32.4,17.7,11.8
3143,3,32.4,17.7,11.8
3144,0,34.4,23.2,12.2
3144,1,34.4,23.2,12.2
3144,2,50.0,39.0,4.0
3145,0,38.2,30.0,1.2
3145,1,33.5,21.0,11.0
3146,0,34.2,23.2,12.0
3146,1,34.2,23.2,12.0
3146,2,37.5,29.5,1.5
3147,0,33.2,20.8,11.5
3147,1,33.2,20.8,11.5
3147,2,41.5,15.0,2.0
3147,3,41.5,15.0,2.0
3148,0,33.5,20.8,12.7
3148,1,40.0,30.0,1.0
3149,0,33.2,12.8,11.8
3149,1,30.5,27.0,1.1
3150,0,34.2,23.4,12.0
3150,1,34.2,23.4,12.0
3150,2,49.0,40.0,5.9
3151,0,36.1,23.8,12.6
3151,1,36.1,23.8,12.6
3151,2,52.0,24.0,7.6
3152,0,36.1,23.8,12.6
3152,1,23.0,23.0,18.0
3153,0,34.2,23.4,12.0
3153,1,49.0,40.0,5.9
3153,2,34.2,23.4,12.0
3154,0,54.5,41.3,5.1
3154,1,36.1,23.8,12.6
3154,2,36.1,23.8,12.6
3155,0,32.8,18.4,12.2
3155,1,35.5,27.5,2.8
3156,0,34.0,21.0,11.2
3156,1,35.0,29.0,3.8
3157,0,34.41,23.44,12.07
3157,1,37.0,30.0,2.1
3158,0,33.9,24.0,12.0
3158,1,52.3,39.5,6.1
3159,0,54.2,43.4,5.1
3159,1,35.4,24.2,12.8
3160,0,33.4,20.8,11.2
3160,1,33.4,20.8,11.2
3160,2,49.0,40.0,5.9
3161,0,29.8,21.9,12.0
3161,1,30.0,21.0,0.5
3162,0,34.0,21.0,11.2
3162,1,38.5,29.5,1.0
3162,2,38.5,29.5,1.0
3163,0,29.8,19.2,10.8
3163,1,28.2,25.5,11.2
3164,0,29.6,22.0,12.0
